Item Name,Item ID,Item meta,Has NBT,Display Name
minecraft:jukebox,84,0,FALSE,唱片机
minecraft:fence,85,0,FALSE,栅栏
minecraft:pumpkin,86,0,FALSE,南瓜
minecraft:netherrack,87,0,FALSE,地狱岩
minecraft:soul_sand,88,0,FALSE,灵魂沙
minecraft:glowstone,89,0,FALSE,萤石
minecraft:portal,90,0,FALSE,传送门
minecraft:lit_pumpkin,91,0,FALSE,南瓜灯
minecraft:stained_glass,95,0,FALSE,白色染色玻璃
minecraft:stained_glass,95,1,FALSE,橙色染色玻璃
minecraft:stained_glass,95,2,FALSE,品红色染色玻璃
minecraft:stained_glass,95,3,FALSE,淡蓝色染色玻璃
minecraft:stained_glass,95,4,FALSE,黄色染色玻璃
minecraft:stained_glass,95,5,FALSE,黄绿色染色玻璃
minecraft:stained_glass,95,6,FALSE,粉红色染色玻璃
minecraft:stained_glass,95,7,FALSE,灰色染色玻璃
minecraft:stained_glass,95,8,FALSE,淡灰色染色玻璃
minecraft:stained_glass,95,9,FALSE,青色染色玻璃
minecraft:stained_glass,95,10,FALSE,紫色染色玻璃
minecraft:stained_glass,95,11,FALSE,蓝色染色玻璃
minecraft:stained_glass,95,12,FALSE,棕色染色玻璃
minecraft:stained_glass,95,13,FALSE,绿色染色玻璃
minecraft:stained_glass,95,14,FALSE,红色染色玻璃
minecraft:stained_glass,95,15,FALSE,黑色染色玻璃
minecraft:trapdoor,96,0,FALSE,活板门
minecraft:monster_egg,97,0,FALSE,石头怪物蛋
minecraft:monster_egg,97,1,FALSE,圆石怪物蛋
minecraft:monster_egg,97,2,FALSE,石砖怪物蛋
minecraft:monster_egg,97,3,FALSE,苔石砖怪物蛋
minecraft:monster_egg,97,4,FALSE,裂石砖怪物蛋
minecraft:monster_egg,97,5,FALSE,錾制石砖怪物蛋
minecraft:stonebrick,98,0,FALSE,石砖
minecraft:stonebrick,98,1,FALSE,苔石砖
minecraft:stonebrick,98,2,FALSE,裂石砖
minecraft:stonebrick,98,3,FALSE,錾制石砖
minecraft:brown_mushroom_block,99,0,FALSE,蘑菇
minecraft:red_mushroom_block,100,0,FALSE,蘑菇
minecraft:iron_bars,101,0,FALSE,铁栏杆
minecraft:glass_pane,102,0,FALSE,玻璃板
minecraft:melon_block,103,0,FALSE,西瓜
minecraft:vine,106,0,FALSE,藤蔓
minecraft:fence_gate,107,0,FALSE,栅栏门
minecraft:brick_stairs,108,0,FALSE,砖楼梯
minecraft:stone_brick_stairs,109,0,FALSE,石砖楼梯
minecraft:mycelium,110,0,FALSE,菌丝
minecraft:waterlily,111,0,FALSE,睡莲
minecraft:nether_brick,112,0,FALSE,地狱砖块
minecraft:nether_brick_fence,113,0,FALSE,地狱砖栅栏
minecraft:nether_brick_stairs,114,0,FALSE,地狱砖楼梯
minecraft:enchanting_table,116,0,FALSE,附魔台
minecraft:end_portal,119,0,FALSE,tile.null.name
minecraft:end_portal_frame,120,0,FALSE,末地传送门
minecraft:end_stone,121,0,FALSE,末地石
minecraft:dragon_egg,122,0,FALSE,龙蛋
minecraft:redstone_lamp,123,0,FALSE,红石灯
minecraft:wooden_slab,126,0,FALSE,橡木台阶
minecraft:wooden_slab,126,1,FALSE,云杉台阶
minecraft:wooden_slab,126,2,FALSE,桦木台阶
minecraft:wooden_slab,126,3,FALSE,丛林台阶
minecraft:wooden_slab,126,4,FALSE,金合欢木台阶
minecraft:wooden_slab,126,5,FALSE,深色橡木台阶
minecraft:sandstone_stairs,128,0,FALSE,沙石楼梯
minecraft:emerald_ore,129,0,FALSE,绿宝石矿石
minecraft:ender_chest,130,0,FALSE,末影箱
minecraft:tripwire_hook,131,0,FALSE,绊线钩
minecraft:emerald_block,133,0,FALSE,绿宝石块
minecraft:spruce_stairs,134,0,FALSE,云杉木楼梯
minecraft:birch_stairs,135,0,FALSE,桦木楼梯
minecraft:jungle_stairs,136,0,FALSE,丛林木楼梯
minecraft:command_block,137,0,FALSE,命令方块
minecraft:beacon,138,0,FALSE,信标
minecraft:cobblestone_wall,139,0,FALSE,圆石墙
minecraft:cobblestone_wall,139,1,FALSE,苔石墙
minecraft:wooden_button,143,0,FALSE,按钮
minecraft:anvil,145,0,FALSE,铁砧
minecraft:anvil,145,1,FALSE,轻微损坏的铁砧
minecraft:anvil,145,2,FALSE,严重损坏的铁砧
minecraft:trapped_chest,146,0,FALSE,陷阱箱
minecraft:light_weighted_pressure_plate,147,0,FALSE,测重压力板 (轻质)
minecraft:heavy_weighted_pressure_plate,148,0,FALSE,测重压力板 (重质)
minecraft:daylight_detector,151,0,FALSE,阳光传感器
minecraft:redstone_block,152,0,FALSE,红石块
minecraft:quartz_ore,153,0,FALSE,下界石英矿石
minecraft:hopper,154,0,FALSE,漏斗
minecraft:quartz_block,155,0,FALSE,石英块
minecraft:quartz_block,155,1,FALSE,錾制石英块
minecraft:quartz_block,155,2,FALSE,竖纹石英块
minecraft:quartz_stairs,156,0,FALSE,石英楼梯
minecraft:activator_rail,157,0,FALSE,激活铁轨
minecraft:dropper,158,0,FALSE,投掷器
minecraft:stained_hardened_clay,159,0,FALSE,白色染色粘土
minecraft:stained_hardened_clay,159,1,FALSE,橙色染色粘土
minecraft:stained_hardened_clay,159,2,FALSE,品红色染色粘土
minecraft:stained_hardened_clay,159,3,FALSE,淡蓝色染色粘土
minecraft:stained_hardened_clay,159,4,FALSE,黄色染色粘土
minecraft:stained_hardened_clay,159,5,FALSE,黄绿色染色粘土
minecraft:stained_hardened_clay,159,6,FALSE,粉色染色粘土
minecraft:stained_hardened_clay,159,7,FALSE,灰色染色粘土
minecraft:stained_hardened_clay,159,8,FALSE,淡灰色染色粘土
minecraft:stained_hardened_clay,159,9,FALSE,青色染色粘土
minecraft:stained_hardened_clay,159,10,FALSE,紫色染色粘土
minecraft:stained_hardened_clay,159,11,FALSE,蓝色染色粘土
minecraft:stained_hardened_clay,159,12,FALSE,棕色染色粘土
minecraft:stained_hardened_clay,159,13,FALSE,绿色染色粘土
minecraft:stained_hardened_clay,159,14,FALSE,红色染色粘土
minecraft:stained_hardened_clay,159,15,FALSE,黑色染色粘土
minecraft:stained_glass_pane,160,0,FALSE,白色染色玻璃板
minecraft:stained_glass_pane,160,1,FALSE,橙色染色玻璃板
minecraft:stained_glass_pane,160,2,FALSE,品红色染色玻璃板
minecraft:stained_glass_pane,160,3,FALSE,淡蓝色染色玻璃板
minecraft:stained_glass_pane,160,4,FALSE,黄色染色玻璃板
minecraft:stained_glass_pane,160,5,FALSE,黄绿色染色玻璃板
minecraft:stained_glass_pane,160,6,FALSE,粉红色染色玻璃板
minecraft:stained_glass_pane,160,7,FALSE,灰色染色玻璃板
minecraft:stained_glass_pane,160,8,FALSE,淡灰色染色玻璃板
minecraft:stained_glass_pane,160,9,FALSE,青色染色玻璃板
minecraft:stained_glass_pane,160,10,FALSE,紫色染色玻璃板
minecraft:stained_glass_pane,160,11,FALSE,蓝色染色玻璃板
minecraft:stained_glass_pane,160,12,FALSE,棕色染色玻璃板
minecraft:stained_glass_pane,160,13,FALSE,绿色染色玻璃板
minecraft:stained_glass_pane,160,14,FALSE,红色染色玻璃板
minecraft:stained_glass_pane,160,15,FALSE,黑色染色玻璃板
minecraft:leaves2,161,0,FALSE,金合欢树叶
minecraft:leaves2,161,1,FALSE,深色橡树树叶
minecraft:log2,162,0,FALSE,金合欢木
minecraft:log2,162,1,FALSE,深色橡木
minecraft:acacia_stairs,163,0,FALSE,金合欢木楼梯
minecraft:dark_oak_stairs,164,0,FALSE,深色橡木楼梯
minecraft:hay_block,170,0,FALSE,干草块
minecraft:carpet,171,0,FALSE,地毯
minecraft:carpet,171,1,FALSE,橙色地毯
minecraft:carpet,171,2,FALSE,品红色地毯
minecraft:carpet,171,3,FALSE,淡蓝色地毯
minecraft:carpet,171,4,FALSE,黄色地毯
minecraft:carpet,171,5,FALSE,黄绿色地毯
minecraft:carpet,171,6,FALSE,粉红色地毯
minecraft:carpet,171,7,FALSE,灰色地毯
minecraft:carpet,171,8,FALSE,淡灰色地毯
minecraft:carpet,171,9,FALSE,青色地毯
minecraft:carpet,171,10,FALSE,紫色地毯
minecraft:carpet,171,11,FALSE,蓝色地毯
minecraft:carpet,171,12,FALSE,棕色地毯
minecraft:carpet,171,13,FALSE,绿色地毯
minecraft:carpet,171,14,FALSE,红色地毯
minecraft:carpet,171,15,FALSE,黑色地毯
minecraft:hardened_clay,172,0,FALSE,硬化粘土
minecraft:coal_block,173,0,FALSE,煤炭块
minecraft:packed_ice,174,0,FALSE,浮冰
minecraft:double_plant,175,0,FALSE,向日葵
minecraft:double_plant,175,1,FALSE,丁香
minecraft:double_plant,175,2,FALSE,高草丛
minecraft:double_plant,175,3,FALSE,大型蕨
minecraft:double_plant,175,4,FALSE,玫瑰丛
minecraft:double_plant,175,5,FALSE,牡丹
minecraft:iron_shovel,256,0,FALSE,铁锹
minecraft:iron_pickaxe,257,0,FALSE,铁镐
minecraft:iron_axe,258,0,FALSE,铁斧
minecraft:flint_and_steel,259,0,FALSE,打火石
minecraft:apple,260,0,FALSE,苹果
minecraft:bow,261,0,FALSE,弓
minecraft:arrow,262,0,FALSE,箭
minecraft:coal,263,0,FALSE,煤炭
minecraft:coal,263,1,FALSE,木炭
minecraft:diamond,264,0,FALSE,钻石
minecraft:iron_ingot,265,0,FALSE,铁锭
minecraft:gold_ingot,266,0,FALSE,金锭
minecraft:iron_sword,267,0,FALSE,铁剑
minecraft:wooden_sword,268,0,FALSE,木剑
minecraft:wooden_shovel,269,0,FALSE,木锹
minecraft:wooden_pickaxe,270,0,FALSE,木镐
minecraft:wooden_axe,271,0,FALSE,木斧
minecraft:stone_sword,272,0,FALSE,石剑
minecraft:stone_shovel,273,0,FALSE,石锹
minecraft:stone_pickaxe,274,0,FALSE,石镐
minecraft:stone_axe,275,0,FALSE,石斧
minecraft:diamond_sword,276,0,FALSE,钻石剑
minecraft:diamond_shovel,277,0,FALSE,钻石锹
minecraft:diamond_pickaxe,278,0,FALSE,钻石镐
minecraft:diamond_axe,279,0,FALSE,钻石斧
minecraft:stick,280,0,FALSE,木棍
minecraft:bowl,281,0,FALSE,碗
minecraft:mushroom_stew,282,0,FALSE,蘑菇煲
minecraft:golden_sword,283,0,FALSE,金剑
minecraft:golden_shovel,284,0,FALSE,金锹
minecraft:golden_pickaxe,285,0,FALSE,金镐
minecraft:golden_axe,286,0,FALSE,金斧
minecraft:string,287,0,FALSE,线
minecraft:feather,288,0,FALSE,羽毛
minecraft:gunpowder,289,0,FALSE,火药
minecraft:wooden_hoe,290,0,FALSE,木锄
minecraft:stone_hoe,291,0,FALSE,石锄
minecraft:iron_hoe,292,0,FALSE,铁锄
minecraft:diamond_hoe,293,0,FALSE,钻石锄
minecraft:golden_hoe,294,0,FALSE,金锄
minecraft:wheat_seeds,295,0,FALSE,小麦种子
minecraft:wheat,296,0,FALSE,小麦
minecraft:bread,297,0,FALSE,面包
minecraft:leather_helmet,298,0,FALSE,皮革帽子
minecraft:leather_chestplate,299,0,FALSE,皮革外套
minecraft:leather_leggings,300,0,FALSE,皮革裤子
minecraft:leather_boots,301,0,FALSE,皮革靴子
minecraft:chainmail_helmet,302,0,FALSE,锁链头盔
minecraft:chainmail_chestplate,303,0,FALSE,锁链胸甲
minecraft:chainmail_leggings,304,0,FALSE,锁链护腿
minecraft:chainmail_boots,305,0,FALSE,锁链靴子
minecraft:iron_helmet,306,0,FALSE,铁头盔
minecraft:iron_chestplate,307,0,FALSE,铁胸甲
minecraft:iron_leggings,308,0,FALSE,铁护腿
minecraft:iron_boots,309,0,FALSE,铁靴子
minecraft:diamond_helmet,310,0,FALSE,钻石头盔
minecraft:diamond_chestplate,311,0,FALSE,钻石胸甲
minecraft:diamond_leggings,312,0,FALSE,钻石护腿
minecraft:diamond_boots,313,0,FALSE,钻石靴子
minecraft:golden_helmet,314,0,FALSE,金头盔
minecraft:golden_chestplate,315,0,FALSE,金胸甲
minecraft:golden_leggings,316,0,FALSE,金护腿
minecraft:golden_boots,317,0,FALSE,金靴子
minecraft:flint,318,0,FALSE,燧石
minecraft:porkchop,319,0,FALSE,生猪排
minecraft:cooked_porkchop,320,0,FALSE,熟猪排
minecraft:painting,321,0,FALSE,画
minecraft:golden_apple,322,0,FALSE,金苹果
minecraft:golden_apple,322,1,FALSE,金苹果
minecraft:sign,323,0,FALSE,告示牌
minecraft:wooden_door,324,0,FALSE,木门
minecraft:bucket,325,0,FALSE,桶
minecraft:water_bucket,326,0,FALSE,水桶
minecraft:lava_bucket,327,0,FALSE,岩浆桶
minecraft:minecart,328,0,FALSE,矿车
minecraft:saddle,329,0,FALSE,鞍
minecraft:iron_door,330,0,FALSE,铁门
minecraft:redstone,331,0,FALSE,红石
minecraft:snowball,332,0,FALSE,雪球
minecraft:boat,333,0,FALSE,船
minecraft:leather,334,0,FALSE,皮革
minecraft:milk_bucket,335,0,FALSE,牛奶
minecraft:brick,336,0,FALSE,红砖
minecraft:clay_ball,337,0,FALSE,粘土
minecraft:reeds,338,0,FALSE,甘蔗
minecraft:paper,339,0,FALSE,纸
minecraft:book,340,0,FALSE,书
minecraft:slime_ball,341,0,FALSE,粘液球
minecraft:chest_minecart,342,0,FALSE,运输矿车
minecraft:furnace_minecart,343,0,FALSE,动力矿车
minecraft:egg,344,0,FALSE,鸡蛋
minecraft:compass,345,0,FALSE,指南针
minecraft:fishing_rod,346,0,FALSE,钓鱼竿
minecraft:clock,347,0,FALSE,钟
minecraft:glowstone_dust,348,0,FALSE,萤石粉
minecraft:fish,349,0,FALSE,生鱼
minecraft:fish,349,1,FALSE,生鲑鱼
minecraft:fish,349,2,FALSE,小丑鱼
minecraft:fish,349,3,FALSE,河豚
minecraft:cooked_fished,350,0,FALSE,熟鱼
minecraft:cooked_fished,350,1,FALSE,熟鲑鱼
minecraft:dye,351,0,FALSE,墨囊
minecraft:dye,351,1,FALSE,玫瑰红
minecraft:dye,351,2,FALSE,仙人掌绿
minecraft:dye,351,3,FALSE,可可豆
minecraft:dye,351,4,FALSE,青金石
minecraft:dye,351,5,FALSE,紫色染料
minecraft:dye,351,6,FALSE,青色染料
minecraft:dye,351,7,FALSE,淡灰色染料
minecraft:dye,351,8,FALSE,灰色染料
minecraft:dye,351,9,FALSE,粉红色染料
minecraft:dye,351,10,FALSE,黄绿色染料
minecraft:dye,351,11,FALSE,蒲公英黄
minecraft:dye,351,12,FALSE,淡蓝色染料
minecraft:dye,351,13,FALSE,品红色染料
minecraft:dye,351,14,FALSE,橙色染料
minecraft:dye,351,15,FALSE,骨粉
minecraft:bone,352,0,FALSE,骨头
minecraft:sugar,353,0,FALSE,糖
minecraft:cake,354,0,FALSE,蛋糕
minecraft:bed,355,0,FALSE,床
minecraft:repeater,356,0,FALSE,红石中继器
minecraft:cookie,357,0,FALSE,曲奇
minecraft:filled_map,358,0,FALSE,地图 #0
minecraft:shears,359,0,FALSE,剪刀
minecraft:melon,360,0,FALSE,西瓜
minecraft:pumpkin_seeds,361,0,FALSE,南瓜种子
minecraft:melon_seeds,362,0,FALSE,西瓜种子
minecraft:beef,363,0,FALSE,生牛肉
minecraft:cooked_beef,364,0,FALSE,牛排
minecraft:chicken,365,0,FALSE,生鸡肉
minecraft:cooked_chicken,366,0,FALSE,熟鸡肉
minecraft:rotten_flesh,367,0,FALSE,腐肉
minecraft:ender_pearl,368,0,FALSE,末影珍珠
minecraft:blaze_rod,369,0,FALSE,烈焰棒
minecraft:ghast_tear,370,0,FALSE,恶魂之泪
minecraft:gold_nugget,371,0,FALSE,金粒
minecraft:nether_wart,372,0,FALSE,地狱疣
minecraft:potion,373,0,FALSE,水瓶
minecraft:potion,373,16,FALSE,粗制的 药水
minecraft:potion,373,32,FALSE,浓稠的 药水
minecraft:potion,373,64,FALSE,平凡的 药水
minecraft:potion,373,8192,FALSE,平凡的 药水
minecraft:potion,373,8193,FALSE,再生药水
minecraft:potion,373,8194,FALSE,迅捷药水
minecraft:potion,373,8195,FALSE,抗火药水
minecraft:potion,373,8196,FALSE,剧毒药水
minecraft:potion,373,8197,FALSE,治疗药水
minecraft:potion,373,8198,FALSE,夜视药水
minecraft:potion,373,8200,FALSE,虚弱药水
minecraft:potion,373,8201,FALSE,力量药水
minecraft:potion,373,8202,FALSE,迟缓药水
minecraft:potion,373,8204,FALSE,伤害药水
minecraft:potion,373,8205,FALSE,水肺药水
minecraft:potion,373,8206,FALSE,隐身药水
minecraft:potion,373,8225,FALSE,再生药水
minecraft:potion,373,8226,FALSE,迅捷药水
minecraft:potion,373,8228,FALSE,剧毒药水
minecraft:potion,373,8229,FALSE,治疗药水
minecraft:potion,373,8232,FALSE,虚弱药水
minecraft:potion,373,8233,FALSE,力量药水
minecraft:potion,373,8234,FALSE,迟缓药水
minecraft:potion,373,8236,FALSE,伤害药水
minecraft:potion,373,8257,FALSE,再生药水
minecraft:potion,373,8258,FALSE,迅捷药水
minecraft:potion,373,8259,FALSE,抗火药水
minecraft:potion,373,8260,FALSE,剧毒药水
minecraft:potion,373,8262,FALSE,夜视药水
minecraft:potion,373,8264,FALSE,虚弱药水
minecraft:potion,373,8265,FALSE,力量药水
minecraft:potion,373,8266,FALSE,迟缓药水
minecraft:potion,373,8268,FALSE,伤害药水
minecraft:potion,373,8269,FALSE,水肺药水
minecraft:potion,373,8270,FALSE,隐身药水
minecraft:potion,373,16384,FALSE,平凡的 药水
minecraft:potion,373,16385,FALSE,喷溅型 再生药水
minecraft:potion,373,16386,FALSE,喷溅型 迅捷药水
minecraft:potion,373,16387,FALSE,喷溅型 抗火药水
minecraft:potion,373,16388,FALSE,喷溅型 剧毒药水
minecraft:potion,373,16389,FALSE,喷溅型 治疗药水
minecraft:potion,373,16390,FALSE,喷溅型 夜视药水
minecraft:potion,373,16392,FALSE,喷溅型 虚弱药水
minecraft:potion,373,16393,FALSE,喷溅型 力量药水
minecraft:potion,373,16394,FALSE,喷溅型 迟缓药水
minecraft:potion,373,16396,FALSE,喷溅型 伤害药水
minecraft:potion,373,16397,FALSE,喷溅型 水肺药水
minecraft:potion,373,16398,FALSE,喷溅型 隐身药水
minecraft:potion,373,16417,FALSE,喷溅型 再生药水
minecraft:potion,373,16418,FALSE,喷溅型 迅捷药水
minecraft:potion,373,16420,FALSE,喷溅型 剧毒药水
minecraft:potion,373,16421,FALSE,喷溅型 治疗药水
minecraft:potion,373,16424,FALSE,喷溅型 虚弱药水
minecraft:potion,373,16425,FALSE,喷溅型 力量药水
minecraft:potion,373,16426,FALSE,喷溅型 迟缓药水
minecraft:potion,373,16428,FALSE,喷溅型 伤害药水
minecraft:potion,373,16449,FALSE,喷溅型 再生药水
minecraft:potion,373,16450,FALSE,喷溅型 迅捷药水
minecraft:potion,373,16451,FALSE,喷溅型 抗火药水
minecraft:potion,373,16452,FALSE,喷溅型 剧毒药水
minecraft:potion,373,16454,FALSE,喷溅型 夜视药水
minecraft:potion,373,16456,FALSE,喷溅型 虚弱药水
minecraft:potion,373,16457,FALSE,喷溅型 力量药水
minecraft:potion,373,16458,FALSE,喷溅型 迟缓药水
minecraft:potion,373,16460,FALSE,喷溅型 伤害药水
minecraft:potion,373,16461,FALSE,喷溅型 水肺药水
minecraft:potion,373,16462,FALSE,喷溅型 隐身药水
minecraft:glass_bottle,374,0,FALSE,玻璃瓶
minecraft:spider_eye,375,0,FALSE,蜘蛛眼
minecraft:fermented_spider_eye,376,0,FALSE,发酵蛛眼
minecraft:blaze_powder,377,0,FALSE,烈焰粉
minecraft:magma_cream,378,0,FALSE,岩浆膏
minecraft:brewing_stand,379,0,FALSE,酿造台
minecraft:cauldron,380,0,FALSE,炼药锅
minecraft:ender_eye,381,0,FALSE,末影之眼
minecraft:speckled_melon,382,0,FALSE,闪烁的西瓜
minecraft:spawn_egg,383,50,FALSE,生成 爬行者
minecraft:spawn_egg,383,51,FALSE,生成 骷髅
minecraft:spawn_egg,383,52,FALSE,生成 蜘蛛
minecraft:spawn_egg,383,54,FALSE,生成 僵尸
minecraft:spawn_egg,383,55,FALSE,生成 史莱姆
minecraft:spawn_egg,383,56,FALSE,生成 恶魂
minecraft:spawn_egg,383,57,FALSE,生成 僵尸猪人
minecraft:spawn_egg,383,58,FALSE,生成 末影人
minecraft:spawn_egg,383,59,FALSE,生成 洞穴蜘蛛
minecraft:spawn_egg,383,60,FALSE,生成 蠹虫
minecraft:spawn_egg,383,61,FALSE,生成 烈焰人
